keyword_id,keyword_text,campaign_id,campaign_name,match_type,date,current_bid,impressions,clicks,conversions,spend,revenue,campaign_daily_budget
K439,car phone mount,C003,Home & Kitchen,phrase,2025-02-05,5.14,1949,15,0,33.3,0.0,400.0
K440,reusable water bottle,C006,Office Supplies,exact,2025-02-05,2.31,1893,48,1,82.56,55.88,180.0
K441,massage gun,C001,Headphones & Audio,broad,2025-02-05,1.35,204,1,0,1.04,0.0,300.0
K442,smart plug wifi,C003,Home & Kitchen,exact,2025-02-05,2.31,310,0,0,0.0,0.0,400.0
K443,hiking boots men,C008,Pet Supplies,broad,2025-02-05,3.71,673,7,0,11.48,0.0,120.0
K444,face wash cleanser,C010,Garden & Tools,phrase,2025-02-05,4.15,1128,19,4,63.65,128.99,80.0
K445,baby monitor camera,C005,Kids & Toys,exact,2025-02-05,0.59,539,11,0,5.06,0.0,150.0
K446,electric shaver,C007,Beauty & Personal Care,exact,2025-02-05,2.43,844,12,0,22.2,0.0,350.0
K447,wall art canvas,C009,Electronics Deals,phrase,2025-02-05,0.75,234,0,0,0.0,0.0,500.0
K448,portable fan mini,C010,Garden & Tools,phrase,2025-02-05,4.72,1307,16,3,45.44,37.04,80.0
K449,jump rope fitness,C005,Kids & Toys,broad,2025-02-05,2.22,956,4,0,7.92,0.0,150.0
K001,wireless headphones,C001,Headphones & Audio,exact,2025-02-06,3.76,2079,19,0,65.93,0.0,300.0
K002,bluetooth earbuds,C001,Headphones & Audio,phrase,2025-02-06,2.76,1840,22,0,36.96,0.0,300.0
K003,noise cancelling,C001,Headphones & Audio,broad,2025-02-06,3.84,878,8,0,26.24,0.0,300.0
K004,over ear headphones,C001,Headphones & Audio,exact,2025-02-06,3.17,1730,18,0,31.5,0.0,300.0
K005,phone case iphone,C002,Phone Accessories,exact,2025-02-06,1.33,1952,26,2,18.46,22.88,250.0
K006,screen protector,C002,Phone Accessories,phrase,2025-02-06,1.04,938,21,3,12.81,25.7,250.0
K007,phone charger fast,C002,Phone Accessories,exact,2025-02-06,2.22,2079,31,0,60.45,0.0,250.0
K008,usb c cable,C002,Phone Accessories,broad,2025-02-06,1.2,2426,49,3,43.61,25.05,250.0
K009,air fryer,C003,Home & Kitchen,exact,2025-02-06,5.65,531,5,0,20.05,0.0,400.0
K010,instant pot,C003,Home & Kitchen,phrase,2025-02-06,5.17,1076,6,0,20.22,0.0,400.0
K011,kitchen knife set,C003,Home & Kitchen,exact,2025-02-06,2.64,909,6,2,14.22,52.8,400.0
K012,blender smoothie,C003,Home & Kitchen,broad,2025-02-06,3.15,1574,15,1,44.7,30.24,400.0
K013,coffee maker,C003,Home & Kitchen,phrase,2025-02-06,4.59,1728,11,0,41.36,0.0,400.0
K014,yoga mat,C004,Fitness & Outdoors,exact,2025-02-06,2.2,1455,22,1,29.92,21.01,200.0
K015,resistance bands,C004,Fitness & Outdoors,phrase,2025-02-06,1.84,714,13,1,15.21,12.92,200.0
K016,running shoes men,C004,Fitness & Outdoors,broad,2025-02-06,3.46,1802,11,1,25.08,23.96,200.0
K017,water bottle insulated,C004,Fitness & Outdoors,exact,2025-02-06,1.61,2038,50,3,60.5,36.13,200.0
K018,kids puzzle,C005,Kids & Toys,exact,2025-02-06,0.92,326,5,0,2.55,0.0,150.0
K019,lego set,C005,Kids & Toys,phrase,2025-02-06,2.4,1690,28,0,46.76,0.0,150.0
K020,toy dinosaur,C005,Kids & Toys,broad,2025-02-06,0.88,1216,31,2,18.6,14.89,150.0
K021,coloring book kids,C005,Kids & Toys,exact,2025-02-06,0.56,1183,30,3,10.5,14.53,150.0
K022,desk organizer,C006,Office Supplies,exact,2025-02-06,2.01,864,7,1,11.76,14.95,180.0
K023,standing desk converter,C006,Office Supplies,phrase,2025-02-06,4.28,1355,6,0,16.62,0.0,180.0
K024,office chair ergonomic,C006,Office Supplies,exact,2025-02-06,6.55,1593,8,1,32.0,70.29,180.0
K025,moisturizer face,C007,Beauty & Personal Care,exact,2025-02-06,2.82,403,4,0,6.72,0.0,350.0
K026,sunscreen spf 50,C007,Beauty & Personal Care,phrase,2025-02-06,1.89,578,13,0,14.43,0.0,350.0
K027,hair dryer,C007,Beauty & Personal Care,broad,2025-02-06,3.18,2357,16,3,25.6,88.43,350.0
K028,makeup brush set,C007,Beauty & Personal Care,exact,2025-02-06,1.53,1628,30,1,33.0,11.79,350.0
K029,vitamin c serum,C007,Beauty & Personal Care,phrase,2025-02-06,3.06,1941,26,0,57.46,0.0,350.0
K030,dog food grain free,C008,Pet Supplies,exact,2025-02-06,2.14,2115,23,2,43.47,37.95,120.0
K031,cat litter,C008,Pet Supplies,phrase,2025-02-06,1.34,2378,41,6,40.59,88.74,120.0
K032,dog bed large,C008,Pet Supplies,broad,2025-02-06,2.49,1245,17,1,32.13,23.28,120.0
K033,laptop stand,C009,Electronics Deals,exact,2025-02-06,3.01,1670,20,1,41.0,27.6,500.0
K034,mechanical keyboard,C009,Electronics Deals,phrase,2025-02-06,4.38,2261,25,1,82.5,33.19,500.0
K035,monitor 27 inch,C009,Electronics Deals,exact,2025-02-06,5.51,1611,7,1,32.9,54.97,500.0
K036,wireless mouse,C009,Electronics Deals,broad,2025-02-06,1.88,529,9,0,12.24,0.0,500.0
K037,usb hub,C009,Electronics Deals,phrase,2025-02-06,1.89,2090,35,2,47.6,27.45,500.0
K038,hdmi cable,C009,Electronics Deals,exact,2025-02-06,1.05,668,15,1,12.45,7.67,500.0
K039,garden hose,C010,Garden & Tools,exact,2025-02-06,1.52,1263,24,1,25.68,15.58,80.0
K040,lawn mower,C010,Garden & Tools,phrase,2025-02-06,4.76,974,2,0,8.04,0.0,80.0
K180,bluetooth speaker portable,C001,Headphones & Audio,phrase,2025-02-06,3.05,1225,16,0,35.2,0.0,300.0
K181,yoga pants women,C004,Fitness & Outdoors,exact,2025-02-06,2.13,1876,36,1,50.4,13.82,200.0
K182,dog treats natural,C008,Pet Supplies,exact,2025-02-06,1.31,1586,34,1,24.82,9.65,120.0
K201,portable speaker waterproof,C001,Headphones & Audio,broad,2025-02-06,2.0,604,10,0,15.99,0.0,300.0
K202,smart watch fitness,C009,Electronics Deals,broad,2025-02-06,4.5,1685,37,0,148.0,0.0,500.0
K204,aromatherapy diffuser,C003,Home & Kitchen,phrase,2025-02-06,2.2,27,0,0,0.0,0.0,400.0
K205,premium leather wallet,C002,Phone Accessories,exact,2025-02-06,1.5,77,5,0,6.08,0.0,250.0
K206,gaming headset rgb,C009,Electronics Deals,phrase,2025-02-06,3.8,1136,18,2,45.74,89.56,500.0
K207,power drill cordless,C010,Garden & Tools,exact,2025-02-06,4.0,2923,32,1,72.32,61.5,80.0
K300,travel backpack,C009,Electronics Deals,exact,2025-02-06,0.81,1598,16,1,5.92,9.45,500.0
K301,wireless charger pad,C004,Fitness & Outdoors,broad,2025-02-06,5.65,1235,29,1,106.72,63.75,200.0
K302,led desk lamp,C006,Office Supplies,exact,2025-02-06,3.94,699,8,0,24.72,0.0,180.0
K303,protein powder,C004,Fitness & Outdoors,exact,2025-02-06,1.01,1442,17,0,15.64,0.0,200.0
K304,electric kettle,C005,Kids & Toys,broad,2025-02-06,5.08,807,15,0,69.15,0.0,150.0
K305,tablet stand,C002,Phone Accessories,exact,2025-02-06,2.09,930,22,2,37.4,69.04,250.0
K306,noise machine sleep,C002,Phone Accessories,phrase,2025-02-06,3.45,1951,49,2,117.11,73.32,250.0
K307,car phone mount,C001,Headphones & Audio,phrase,2025-02-06,1.32,737,9,0,6.84,0.0,300.0
K308,reusable water bottle,C006,Office Supplies,broad,2025-02-06,2.57,266,4,0,5.36,0.0,180.0
K309,massage gun,C007,Beauty & Personal Care,phrase,2025-02-06,3.82,389,9,1,21.15,7.53,350.0
K310,smart plug wifi,C006,Office Supplies,phrase,2025-02-06,4.14,952,21,1,57.12,37.4,180.0
K311,hiking boots men,C002,Phone Accessories,phrase,2025-02-06,3.96,1862,43,0,113.95,0.0,250.0
K312,face wash cleanser,C002,Phone Accessories,exact,2025-02-06,1.37,963,18,0,16.38,0.0,250.0
K313,baby monitor camera,C009,Electronics Deals,broad,2025-02-06,4.53,523,3,1,11.73,45.67,500.0
K314,electric shaver,C001,Headphones & Audio,phrase,2025-02-06,2.7,512,6,0,6.54,0.0,300.0
K315,wall art canvas,C004,Fitness & Outdoors,phrase,2025-02-06,3.74,1753,44,2,95.92,37.2,200.0
K316,portable fan mini,C006,Office Supplies,phrase,2025-02-06,2.75,214,2,0,4.94,0.0,180.0
K317,jump rope fitness,C004,Fitness & Outdoors,broad,2025-02-06,4.58,786,11,2,27.83,74.87,200.0
K318,door mat outdoor,C010,Garden & Tools,phrase,2025-02-06,3.25,1394,40,0,104.0,0.0,80.0
K319,shower head rain,C006,Office Supplies,phrase,2025-02-06,2.6,687,13,0,31.59,0.0,180.0
K320,night light kids,C007,Beauty & Personal Care,exact,2025-02-06,4.47,1478,26,0,62.92,0.0,350.0
K321,lunch box adult,C009,Electronics Deals,exact,2025-02-06,1.58,1410,23,1,31.28,34.56,500.0
K322,bike lock,C006,Office Supplies,broad,2025-02-06,4.17,1139,16,0,50.72,0.0,180.0
K323,hand cream moisturizer,C003,Home & Kitchen,exact,2025-02-06,2.57,383,7,0,9.17,0.0,400.0
K324,whiteboard magnetic,C007,Beauty & Personal Care,phrase,2025-02-06,5.23,968,17,0,69.02,0.0,350.0
K325,surge protector,C002,Phone Accessories,broad,2025-02-06,4.7,411,14,2,44.24,127.96,250.0
K326,pillow memory foam,C003,Home & Kitchen,phrase,2025-02-06,2.3,1545,11,0,21.89,0.0,400.0
K327,tea kettle stovetop,C009,Electronics Deals,broad,2025-02-06,1.48,1392,24,1,18.0,15.45,500.0
K328,food storage containers,C003,Home & Kitchen,phrase,2025-02-06,2.18,1164,9,2,17.55,20.25,400.0
K329,yoga block,C009,Electronics Deals,broad,2025-02-06,5.01,479,2,1,5.24,14.68,500.0
K330,packing cubes travel,C004,Fitness & Outdoors,broad,2025-02-06,5.07,110,3,0,8.28,0.0,200.0
K331,desk pad leather,C001,Headphones & Audio,phrase,2025-02-06,5.11,1138,10,0,27.1,0.0,300.0
K332,garlic press,C008,Pet Supplies,broad,2025-02-06,0.52,1028,30,2,7.8,109.01,120.0
K333,resistance loop bands,C001,Headphones & Audio,broad,2025-02-06,4.62,1025,10,2,33.9,98.2,300.0
K334,solar garden lights,C004,Fitness & Outdoors,phrase,2025-02-06,2.22,1149,8,1,11.36,22.99,200.0
K335,hand sanitizer bulk,C010,Garden & Tools,exact,2025-02-06,2.42,1050,37,2,68.82,120.56,80.0
K336,rain jacket women,C008,Pet Supplies,exact,2025-02-06,4.27,1750,11,1,39.05,9.96,120.0
K337,measuring cups set,C004,Fitness & Outdoors,exact,2025-02-06,4.99,628,14,0,36.68,0.0,200.0
K338,camping lantern,C008,Pet Supplies,phrase,2025-02-06,1.52,1837,41,1,38.13,21.27,120.0
K339,electric blanket,C009,Electronics Deals,exact,2025-02-06,2.67,415,1,0,1.24,0.0,500.0
K340,label maker,C009,Electronics Deals,broad,2025-02-06,1.3,831,9,1,10.62,50.81,500.0
K341,insulated lunch bag,C003,Home & Kitchen,exact,2025-02-06,1.69,1005,28,2,37.52,49.28,400.0
K342,bath towel set,C010,Garden & Tools,exact,2025-02-06,1.93,1044,10,0,8.1,0.0,80.0
K343,wall clock modern,C008,Pet Supplies,exact,2025-02-06,1.52,403,8,0,5.12,0.0,120.0
K344,pepper grinder,C004,Fitness & Outdoors,phrase,2025-02-06,2.17,202,3,1,6.03,30.73,200.0
K345,laptop sleeve 15,C008,Pet Supplies,exact,2025-02-06,2.04,355,7,0,6.93,0.0,120.0
K346,plant pot indoor,C002,Phone Accessories,exact,2025-02-06,4.7,1584,31,0,137.64,0.0,250.0
K347,first aid kit,C004,Fitness & Outdoors,broad,2025-02-06,1.8,763,12,2,13.92,65.72,200.0
K348,exercise ball,C009,Electronics Deals,broad,2025-02-06,6.78,174,4,0,12.8,0.0,500.0
K349,curtain rod,C008,Pet Supplies,broad,2025-02-06,5.08,987,13,1,45.37,54.54,120.0
K350,baking sheet set,C003,Home & Kitchen,phrase,2025-02-06,2.07,1117,30,1,34.8,7.63,400.0
K351,car vacuum cleaner,C005,Kids & Toys,broad,2025-02-06,4.98,805,16,0,42.24,0.0,150.0
K352,spice rack organizer,C002,Phone Accessories,broad,2025-02-06,5.06,939,2,0,5.14,0.0,250.0
K353,tension rod curtain,C002,Phone Accessories,exact,2025-02-06,4.04,256,6,0,19.14,0.0,250.0
K354,foam roller,C008,Pet Supplies,phrase,2025-02-06,4.72,1930,18,3,60.12,168.7,120.0
K355,bird feeder,C006,Office Supplies,broad,2025-02-06,3.7,1699,38,6,112.1,196.36,180.0
K356,extension cord outdoor,C006,Office Supplies,broad,2025-02-06,4.35,493,16,1,35.2,47.29,180.0
K357,toothbrush holder,C001,Headphones & Audio,exact,2025-02-06,5.51,342,5,1,11.1,28.68,300.0
K358,wine opener,C005,Kids & Toys,exact,2025-02-06,0.87,1655,36,3,24.84,144.98,150.0
K359,laundry basket,C002,Phone Accessories,broad,2025-02-06,2.49,221,5,0,11.7,0.0,250.0
K360,cutting board bamboo,C007,Beauty & Personal Care,broad,2025-02-06,2.52,1063,13,0,23.79,0.0,350.0
K361,notebook journal,C004,Fitness & Outdoors,phrase,2025-02-06,1.37,1796,12,0,7.2,0.0,200.0
K362,hair clips women,C001,Headphones & Audio,broad,2025-02-06,6.17,1077,18,1,58.14,50.87,300.0
K363,phone tripod,C003,Home & Kitchen,broad,2025-02-06,5.34,1436,31,0,79.36,0.0,400.0
K364,drawer organizer,C008,Pet Supplies,phrase,2025-02-06,4.59,1831,16,0,30.72,0.0,120.0
K365,water filter pitcher,C004,Fitness & Outdoors,phrase,2025-02-06,0.91,1568,10,0,6.4,0.0,200.0
K366,dog leash retractable,C005,Kids & Toys,phrase,2025-02-06,1.83,842,20,0,15.4,0.0,150.0
K367,bath bomb set,C008,Pet Supplies,phrase,2025-02-06,5.73,1178,8,0,22.24,0.0,120.0
K368,cast iron skillet,C003,Home & Kitchen,exact,2025-02-06,3.69,1593,28,2,49.84,35.83,400.0
K369,bookshelf small,C008,Pet Supplies,phrase,2025-02-06,3.33,651,16,1,40.32,45.79,120.0
K370,flashlight tactical,C002,Phone Accessories,exact,2025-02-06,0.45,1547,13,0,4.29,0.0,250.0
K371,ice cube tray,C006,Office Supplies,broad,2025-02-06,2.49,256,1,0,1.51,0.0,180.0
K372,picture frame set,C004,Fitness & Outdoors,phrase,2025-02-06,1.44,1051,16,1,12.32,10.76,200.0
K373,cable management,C002,Phone Accessories,broad,2025-02-06,4.21,1107,8,1,31.76,23.05,250.0
K374,shoe rack,C006,Office Supplies,exact,2025-02-06,2.27,1723,34,0,61.2,0.0,180.0
K375,kitchen timer digital,C009,Electronics Deals,phrase,2025-02-06,1.94,1077,24,1,28.8,32.96,500.0
K376,makeup organizer,C002,Phone Accessories,phrase,2025-02-06,1.65,648,20,2,21.0,55.85,250.0
K378,wall hooks adhesive,C005,Kids & Toys,broad,2025-02-06,2.06,1929,26,0,37.18,0.0,150.0
K379,hand towel set,C009,Electronics Deals,phrase,2025-02-06,1.58,377,11,0,15.51,0.0,500.0
K380,egg cooker electric,C003,Home & Kitchen,exact,2025-02-06,2.52,1540,21,1,38.43,15.12,400.0
K381,puzzle 1000 piece,C002,Phone Accessories,phrase,2025-02-06,3.13,1668,20,0,31.8,0.0,250.0
K382,yoga strap,C004,Fitness & Outdoors,broad,2025-02-06,3.53,1802,21,1,65.52,14.34,200.0
K383,tool set home,C007,Beauty & Personal Care,phrase,2025-02-06,0.93,123,2,0,1.7,0.0,350.0
K384,soap dispenser,C006,Office Supplies,exact,2025-02-06,0.61,279,1,0,0.52,0.0,180.0
K385,coaster set,C004,Fitness & Outdoors,broad,2025-02-06,5.46,769,9,1,32.13,30.81,200.0
K386,mouse pad large,C003,Home & Kitchen,exact,2025-02-06,4.22,1510,9,0,19.62,0.0,400.0
K387,storage bins fabric,C003,Home & Kitchen,exact,2025-02-06,4.06,713,6,0,15.24,0.0,400.0
K388,can opener electric,C010,Garden & Tools,exact,2025-02-06,4.41,971,9,0,32.67,0.0,80.0
K389,bath mat non slip,C003,Home & Kitchen,phrase,2025-02-06,0.88,811,6,0,3.96,0.0,400.0
K390,key finder bluetooth,C007,Beauty & Personal Care,phrase,2025-02-06,3.79,826,13,0,21.58,0.0,350.0
K391,chip clips,C002,Phone Accessories,broad,2025-02-06,1.84,1183,22,1,22.88,30.18,250.0
K392,salad spinner,C008,Pet Supplies,phrase,2025-02-06,2.58,1880,13,1,17.94,27.74,120.0
K393,desk fan quiet,C003,Home & Kitchen,exact,2025-02-06,2.62,304,9,0,19.26,0.0,400.0
K394,luggage tag,C009,Electronics Deals,phrase,2025-02-06,2.14,372,3,0,2.88,0.0,500.0
K395,lint roller,C010,Garden & Tools,broad,2025-02-06,1.16,1427,22,0,16.94,0.0,80.0
K396,tape measure,C008,Pet Supplies,phrase,2025-02-06,6.5,466,14,3,43.4,63.87,120.0
K397,ice pack lunch,C004,Fitness & Outdoors,broad,2025-02-06,4.88,1341,5,1,11.0,12.64,200.0
K398,door stopper,C002,Phone Accessories,exact,2025-02-06,5.29,938,19,0,84.93,0.0,250.0
K399,broom dustpan set,C009,Electronics Deals,exact,2025-02-06,0.84,680,11,1,6.05,44.91,500.0
K400,magnifying glass,C003,Home & Kitchen,phrase,2025-02-06,2.16,626,12,1,10.92,62.42,400.0
K401,fly swatter,C005,Kids & Toys,broad,2025-02-06,4.96,1276,6,0,24.42,0.0,150.0
K402,jar opener,C004,Fitness & Outdoors,phrase,2025-02-06,2.07,185,4,0,6.96,0.0,200.0
K403,oven mitts,C002,Phone Accessories,phrase,2025-02-06,3.36,1155,18,1,29.52,27.17,250.0
K404,pot holder,C008,Pet Supplies,phrase,2025-02-06,2.64,944,22,1,38.94,58.34,120.0
K405,dish rack,C003,Home & Kitchen,broad,2025-02-06,2.78,1675,23,1,43.7,11.82,400.0
K406,sponge holder,C001,Headphones & Audio,exact,2025-02-06,2.65,233,6,0,11.7,0.0,300.0
K407,towel rack,C001,Headphones & Audio,broad,2025-02-06,0.48,902,20,1,4.0,42.69,300.0
K408,trash bags tall,C008,Pet Supplies,exact,2025-02-06,0.75,189,3,0,0.9,0.0,120.0
K409,aluminum foil,C007,Beauty & Personal Care,exact,2025-02-06,6.23,597,19,1,63.46,18.55,350.0
K410,parchment paper,C007,Beauty & Personal Care,broad,2025-02-06,2.01,1857,31,1,52.08,58.29,350.0
K411,zip ties,C010,Garden & Tools,phrase,2025-02-06,2.96,180,0,0,0.0,0.0,80.0
K412,command strips,C003,Home & Kitchen,phrase,2025-02-06,2.69,884,22,1,42.46,35.75,400.0
K413,velcro strips,C009,Electronics Deals,exact,2025-02-06,2.53,1539,50,0,107.5,0.0,500.0
K414,rubber bands,C009,Electronics Deals,phrase,2025-02-06,4.85,1810,9,0,21.15,0.0,500.0
K415,binder clips,C001,Headphones & Audio,phrase,2025-02-06,1.67,508,15,0,18.75,0.0,300.0
K416,sticky notes,C008,Pet Supplies,phrase,2025-02-06,1.14,922,9,0,8.55,0.0,120.0
K417,highlighter set,C009,Electronics Deals,exact,2025-02-06,1.34,1142,26,0,29.9,0.0,500.0
K418,mechanical pencil,C002,Phone Accessories,phrase,2025-02-06,1.31,1489,14,1,7.56,27.71,250.0
K419,index cards,C003,Home & Kitchen,broad,2025-02-06,0.88,1987,35,3,24.15,52.91,400.0
K420,envelope pack,C003,Home & Kitchen,broad,2025-02-06,1.36,673,11,0,9.79,0.0,400.0
K421,stamp pad ink,C002,Phone Accessories,exact,2025-02-06,3.29,983,13,0,17.68,0.0,250.0
K422,paper clips,C001,Headphones & Audio,phrase,2025-02-06,4.83,1096,31,0,112.53,0.0,300.0
K423,folder organizer,C007,Beauty & Personal Care,broad,2025-02-06,1.34,1944,16,0,15.84,0.0,350.0
K424,scissors heavy duty,C004,Fitness & Outdoors,broad,2025-02-06,3.23,1818,14,2,32.76,66.65,200.0
K425,glue stick,C001,Headphones & Audio,phrase,2025-02-06,2.75,1613,43,0,74.82,0.0,300.0
K426,tape dispenser,C004,Fitness & Outdoors,phrase,2025-02-06,4.59,1713,18,0,65.52,0.0,200.0
K427,stapler,C009,Electronics Deals,exact,2025-02-06,5.17,1611,34,3,99.62,172.69,500.0
K428,pencil sharpener,C005,Kids & Toys,phrase,2025-02-06,1.66,1029,15,1,22.05,47.07,150.0
K429,ruler set,C001,Headphones & Audio,broad,2025-02-06,0.96,1585,36,1,26.64,48.05,300.0
K430,eraser pack,C001,Headphones & Audio,exact,2025-02-06,4.48,1910,48,4,170.4,135.56,300.0
K431,marker set,C003,Home & Kitchen,exact,2025-02-06,0.83,710,17,1,9.52,42.4,400.0
K432,travel backpack,C009,Electronics Deals,phrase,2025-02-06,5.16,1434,20,0,70.2,0.0,500.0
K433,wireless charger pad,C008,Pet Supplies,broad,2025-02-06,3.68,369,4,0,9.64,0.0,120.0
K434,led desk lamp,C008,Pet Supplies,phrase,2025-02-06,2.34,1689,28,1,56.0,32.73,120.0
K435,protein powder,C007,Beauty & Personal Care,exact,2025-02-06,1.82,1825,25,2,28.25,81.5,350.0
K436,electric kettle,C002,Phone Accessories,exact,2025-02-06,0.97,378,3,0,2.64,0.0,250.0
K437,tablet stand,C008,Pet Supplies,broad,2025-02-06,3.44,1513,16,1,28.16,16.8,120.0
K438,noise machine sleep,C005,Kids & Toys,phrase,2025-02-06,3.07,1906,53,0,109.71,0.0,150.0
K439,car phone mount,C003,Home & Kitchen,phrase,2025-02-06,5.84,799,11,0,58.52,0.0,400.0
K440,reusable water bottle,C006,Office Supplies,exact,2025-02-06,1.94,1493,27,3,39.15,145.96,180.0
K441,massage gun,C001,Headphones & Audio,broad,2025-02-06,1.63,1949,16,1,18.24,61.99,300.0
K442,smart plug wifi,C003,Home & Kitchen,exact,2025-02-06,1.77,1518,14,1,16.94,22.88,400.0
K443,hiking boots men,C008,Pet Supplies,broad,2025-02-06,3.29,199,1,0,1.75,0.0,120.0
K444,face wash cleanser,C010,Garden & Tools,phrase,2025-02-06,4.04,487,7,0,17.57,0.0,80.0
K445,baby monitor camera,C005,Kids & Toys,exact,2025-02-06,0.63,593,11,1,4.18,17.61,150.0
K446,electric shaver,C007,Beauty & Personal Care,exact,2025-02-06,2.27,1471,43,0,74.39,0.0,350.0
K447,wall art canvas,C009,Electronics Deals,phrase,2025-02-06,0.84,774,3,0,1.02,0.0,500.0
K448,portable fan mini,C010,Garden & Tools,phrase,2025-02-06,4.04,1068,12,0,38.88,0.0,80.0
K449,jump rope fitness,C005,Kids & Toys,broad,2025-02-06,2.93,157,1,0,2.46,0.0,150.0
K001,wireless headphones,C001,Headphones & Audio,exact,2025-02-07,3.26,669,9,0,18.63,0.0,300.0
K002,bluetooth earbuds,C001,Headphones & Audio,phrase,2025-02-07,2.57,2456,17,0,38.59,0.0,300.0
K003,noise cancelling,C001,Headphones & Audio,broad,2025-02-07,4.58,994,6,0,16.86,0.0,300.0
K004,over ear headphones,C001,Headphones & Audio,exact,2025-02-07,3.5,2202,17,1,40.63,24.37,300.0
K005,phone case iphone,C002,Phone Accessories,exact,2025-02-07,1.41,619,5,0,5.45,0.0,250.0
K006,screen protector,C002,Phone Accessories,phrase,2025-02-07,0.94,1219,19,3,10.64,19.41,250.0
K007,phone charger fast,C002,Phone Accessories,exact,2025-02-07,2.27,636,6,0,12.18,0.0,250.0
K008,usb c cable,C002,Phone Accessories,broad,2025-02-07,1.11,1376,20,1,13.2,10.56,250.0
K009,air fryer,C003,Home & Kitchen,exact,2025-02-07,4.35,1700,12,0,42.12,0.0,400.0
K010,instant pot,C003,Home & Kitchen,phrase,2025-02-07,4.9,2375,19,1,72.2,44.31,400.0
K011,kitchen knife set,C003,Home & Kitchen,exact,2025-02-07,3.0,849,7,0,17.78,0.0,400.0
K012,blender smoothie,C003,Home & Kitchen,broad,2025-02-07,3.12,502,2,0,5.86,0.0,400.0
K013,coffee maker,C003,Home & Kitchen,phrase,2025-02-07,4.51,1708,14,2,53.48,74.04,400.0
K014,yoga mat,C004,Fitness & Outdoors,exact,2025-02-07,2.58,1716,28,0,52.92,0.0,200.0
K015,resistance bands,C004,Fitness & Outdoors,phrase,2025-02-07,1.78,710,12,0,14.88,0.0,200.0
K016,running shoes men,C004,Fitness & Outdoors,broad,2025-02-07,3.35,2077,13,0,29.51,0.0,200.0
K017,water bottle insulated,C004,Fitness & Outdoors,exact,2025-02-07,1.71,891,9,2,9.72,20.25,200.0
K018,kids puzzle,C005,Kids & Toys,exact,2025-02-07,0.92,1556,40,2,26.0,21.67,150.0
K019,lego set,C005,Kids & Toys,phrase,2025-02-07,2.61,901,8,1,16.08,21.39,150.0
K020,toy dinosaur,C005,Kids & Toys,broad,2025-02-07,0.86,341,9,0,5.13,0.0,150.0
K021,coloring book kids,C005,Kids & Toys,exact,2025-02-07,0.68,457,12,1,4.2,7.08,150.0
K022,desk organizer,C006,Office Supplies,exact,2025-02-07,2.06,2142,35,2,48.3,26.28,180.0
K023,standing desk converter,C006,Office Supplies,phrase,2025-02-07,5.48,1374,8,1,36.0,51.38,180.0
K024,office chair ergonomic,C006,Office Supplies,exact,2025-02-07,5.24,382,1,0,3.89,0.0,180.0
K025,moisturizer face,C007,Beauty & Personal Care,exact,2025-02-07,2.81,2125,39,3,76.44,60.93,350.0
K026,sunscreen spf 50,C007,Beauty & Personal Care,phrase,2025-02-07,1.9,303,5,0,6.5,0.0,350.0
K027,hair dryer,C007,Beauty & Personal Care,broad,2025-02-07,3.35,1537,20,1,59.8,29.23,350.0
K028,makeup brush set,C007,Beauty & Personal Care,exact,2025-02-07,1.62,848,16,1,22.56,14.01,350.0
K029,vitamin c serum,C007,Beauty & Personal Care,phrase,2025-02-07,2.78,1938,29,1,57.42,16.29,350.0
K030,dog food grain free,C008,Pet Supplies,exact,2025-02-07,2.27,584,6,0,12.06,0.0,120.0
K031,cat litter,C008,Pet Supplies,phrase,2025-02-07,1.52,1956,27,0,35.64,0.0,120.0
K032,dog bed large,C008,Pet Supplies,broad,2025-02-07,2.54,1774,21,0,50.4,0.0,120.0
K033,laptop stand,C009,Electronics Deals,exact,2025-02-07,2.89,1681,20,1,43.0,20.59,500.0
K034,mechanical keyboard,C009,Electronics Deals,phrase,2025-02-07,3.46,1917,15,2,42.15,75.84,500.0
K035,monitor 27 inch,C009,Electronics Deals,exact,2025-02-07,5.57,1001,4,0,14.8,0.0,500.0
K036,wireless mouse,C009,Electronics Deals,broad,2025-02-07,2.11,2027,36,2,65.52,28.99,500.0
K037,usb hub,C009,Electronics Deals,phrase,2025-02-07,1.58,1197,12,1,15.6,15.59,500.0
K038,hdmi cable,C009,Electronics Deals,exact,2025-02-07,0.9,767,19,1,8.55,7.56,500.0
K039,garden hose,C010,Garden & Tools,exact,2025-02-07,1.61,578,13,0,19.63,0.0,80.0
K040,lawn mower,C010,Garden & Tools,phrase,2025-02-07,4.46,1118,5,0,19.25,0.0,80.0
K180,bluetooth speaker portable,C001,Headphones & Audio,phrase,2025-02-07,3.13,1322,17,0,27.71,0.0,300.0
K181,yoga pants women,C004,Fitness & Outdoors,exact,2025-02-07,2.06,1196,19,0,24.32,0.0,200.0
K182,dog treats natural,C008,Pet Supplies,exact,2025-02-07,1.2,1180,25,1,24.5,10.01,120.0
K201,portable speaker waterproof,C001,Headphones & Audio,broad,2025-02-07,2.0,430,5,0,6.39,0.0,300.0
K202,smart watch fitness,C009,Electronics Deals,broad,2025-02-07,4.5,3365,37,0,125.8,0.0,500.0
K205,premium leather wallet,C002,Phone Accessories,exact,2025-02-07,1.5,92,6,1,7.47,44.69,250.0
